ID,TARGET
1064.jpg,BINADHAN16
1065.jpg,ARBORIO
1066.jpg,BRRI67
1067.jpg,JASMINE
1068.jpg,BRRI67
1069.jpg,SIIRT
1070.jpg,JASMINE
1071.jpg,BRRI67
1072.jpg,BINADHAN16
1073.jpg,KARACADAG
1074.jpg,IPSALA
1075.jpg,BINADHAN25
1076.jpg,JASMINE
1077.jpg,BINADHAN16
1078.jpg,BRRI67
1079.jpg,BINADHAN16
1080.jpg,KARACADAG
1081.jpg,BR22
1082.jpg,BD30
1083.jpg,KARACADAG
1084.jpg,BD72
1085.jpg,ARBORIO
1086.jpg,BINADHAN16
1087.jpg,KARACADAG
1088.jpg,BRRI67
1089.jpg,JASMINE
1090.jpg,BASMATI
1091.jpg,IPSALA
1092.jpg,BINADHAN7
1093.jpg,BR22
1094.jpg,KARACADAG
1095.jpg,BD30
1096.jpg,BD72
1097.jpg,BINADHAN7
1098.jpg,JASMINE
1099.jpg,BINADHAN16
1100.jpg,JASMINE
1101.jpg,KARACADAG
1102.jpg,BD72
1103.jpg,KARACADAG
1104.jpg,JASMINE
1105.jpg,BD72
1106.jpg,KIRMIZI
1107.jpg,IPSALA
1108.jpg,SIIRT
1109.jpg,BINADHAN7
1110.jpg,BINADHAN7
1111.jpg,BASMATI
1112.jpg,KARACADAG
1113.jpg,KIRMIZI
1114.jpg,JASMINE
1115.jpg,BASMATI
1116.jpg,KARACADAG
1117.jpg,BRRI67
1118.jpg,KARACADAG
1119.jpg,BRRI67
1120.jpg,BRRI67
1121.jpg,BD72
1122.jpg,BR22
1123.jpg,IPSALA
1124.jpg,BINADHAN7
1125.jpg,BINADHAN25
1126.jpg,IPSALA
1127.jpg,BD72
1128.jpg,BASMATI
1129.jpg,BASMATI
1130.jpg,JASMINE
1131.jpg,BINADHAN16
1132.jpg,SIIRT
1133.jpg,IPSALA
1134.jpg,BR22
1135.jpg,BD30
1136.jpg,ARBORIO
1137.jpg,BR22
1138.jpg,ARBORIO
1139.jpg,ARBORIO
1140.jpg,BINADHAN7
1141.jpg,BINADHAN7
1142.jpg,BD30
1143.jpg,BINADHAN25
1144.jpg,BR22
1145.jpg,JASMINE
1146.jpg,KARACADAG
1147.jpg,BD30
1148.jpg,BINADHAN16
1149.jpg,KARACADAG
1150.jpg,BASMATI
1151.jpg,BINADHAN7
1152.jpg,BD95
1153.jpg,BD72
1154.jpg,BINADHAN7
1155.jpg,ARBORIO
1156.jpg,BD72
1157.jpg,BRRI67
1158.jpg,BINADHAN16
1159.jpg,BINADHAN25
1160.jpg,BASMATI
1161.jpg,BASMATI
1162.jpg,SIIRT
1163.jpg,BD30
1164.jpg,JASMINE
1165.jpg,IPSALA
1166.jpg,BINADHAN16
1167.jpg,BD30
1168.jpg,KIRMIZI
1169.jpg,KIRMIZI
1170.jpg,KIRMIZI
1171.jpg,BD30
1172.jpg,KARACADAG
1173.png,DIMNIT
1174.jpg,BD95
1175.jpg,BINADHAN25
1176.jpg,BINADHAN16
1177.jpg,BINADHAN7
1178.jpg,BD30
1179.jpg,IPSALA
1180.jpg,JASMINE
1181.jpg,SIIRT
1182.png,AK
1183.jpg,BINADHAN7
1184.png,NAZLI
1185.jpg,BINADHAN16
1186.jpg,KARACADAG
1187.jpg,IPSALA
1188.jpg,BINADHAN7
1189.jpg,KIRMIZI
1190.jpg,ARBORIO
1191.jpg,IPSALA
1192.jpg,BINADHAN16
1193.jpg,BASMATI
1194.jpg,SIIRT
1195.jpg,BD72
1196.jpg,KIRMIZI
1197.jpg,BASMATI
1198.jpg,BINADHAN25
1199.jpg,ARBORIO
1200.jpg,BD72
1201.jpg,SIIRT
1202.jpg,BINADHAN7
1203.jpg,KIRMIZI
1204.jpg,IPSALA
1205.jpg,ARBORIO
1206.jpg,KARACADAG
1207.png,AK
1208.jpg,KARACADAG
1209.jpg,BR22
1210.jpg,IPSALA
1211.jpg,BASMATI
1212.jpg,BINADHAN25
1213.jpg,BR22
1214.jpg,BD95
1215.png,DIMNIT
1216.jpg,BRRI67
1217.jpg,BR22
1218.png,NAZLI
1219.jpg,BD72
1220.jpg,BD95
1221.jpg,BRRI67
1222.jpg,BINADHAN16
1223.jpg,BASMATI
1224.jpg,BR22
1225.jpg,BASMATI
1226.jpg,JASMINE
1227.jpg,BD95
1228.jpg,BD72
1229.jpg,JASMINE
1230.jpg,BINADHAN16
1231.jpg,ARBORIO
1232.jpg,BR22
1233.png,NAZLI
1234.jpg,IPSALA
1235.jpg,BINADHAN16
1236.jpg,KIRMIZI
1237.jpg,SIIRT
1238.jpg,IPSALA
1239.jpg,BINADHAN16
1240.jpg,BD72
1241.jpg,BR22
1242.jpg,BINADHAN7
1243.jpg,BD72
1244.jpg,KARACADAG
1245.jpg,BR22
1246.jpg,BD72
1247.jpg,BRRI67
1248.jpg,BRRI67
1249.jpg,KIRMIZI
1250.jpg,BINADHAN16
1251.jpg,BRRI67
1252.jpg,JASMINE
1253.jpg,ARBORIO
1254.jpg,JASMINE
1255.jpg,KIRMIZI
1256.jpg,BINADHAN25
1257.jpg,BR22
1258.png,NAZLI
1259.jpg,KIRMIZI
1260.png,ALA_IDRIS
1261.jpg,BD72
1262.jpg,BASMATI
1263.jpg,BASMATI
1264.jpg,BD95
1265.png,NAZLI
1266.jpg,SIIRT
1267.jpg,BRRI67
1268.jpg,BD30
1269.jpg,BINADHAN16
1270.jpg,BD30
1271.jpg,BR22
1272.jpg,BD72
1273.jpg,ARBORIO
1274.jpg,IPSALA
1275.jpg,BD72
1276.jpg,ARBORIO
1277.jpg,BINADHAN7
1278.jpg,BD72
1279.jpg,BD72
1280.jpg,BR22
1281.jpg,IPSALA
1282.jpg,BINADHAN25
1283.jpg,BINADHAN25
1284.jpg,BRRI67
1285.jpg,BD95
1286.jpg,IPSALA
1287.jpg,BD95
1288.jpg,BINADHAN16
1289.jpg,ARBORIO
1290.jpg,KIRMIZI
1291.jpg,BD30
1292.jpg,ARBORIO
1293.jpg,SIIRT
1294.jpg,BINADHAN25
1295.jpg,KARACADAG
1296.png,NAZLI
1297.jpg,JASMINE
1298.jpg,BD30
1299.png,AK
1300.jpg,BD95
1301.jpg,BD30
1302.jpg,JASMINE
1303.jpg,BRRI67
1304.jpg,KIRMIZI
1305.jpg,KARACADAG
1306.jpg,IPSALA
1307.jpg,BR22
1308.jpg,BINADHAN7
1309.jpg,BINADHAN25
1310.png,BUZGULU
1311.jpg,BD30
1312.jpg,BINADHAN7
1313.jpg,SIIRT
1314.jpg,BD30
1315.jpg,BD72
1316.png,ALA_IDRIS
1317.jpg,BINADHAN16
1318.jpg,IPSALA
1319.png,ALA_IDRIS
1320.jpg,BRRI67
1321.jpg,BD30
1322.jpg,KIRMIZI
1323.jpg,IPSALA
1324.jpg,BD30
1325.jpg,BINADHAN25
1326.png,DIMNIT
1327.jpg,IPSALA
1328.jpg,BINADHAN16
1329.jpg,BASMATI
1330.jpg,JASMINE
1331.jpg,BRRI67
1332.jpg,JASMINE
1333.jpg,SIIRT
1334.jpg,BINADHAN25
1335.jpg,ARBORIO
1336.jpg,ARBORIO
1337.jpg,SIIRT
1338.jpg,JASMINE
1339.jpg,BINADHAN25
1340.jpg,BRRI67
1341.jpg,BD72
1342.jpg,BRRI67
1343.jpg,BINADHAN25
1344.jpg,IPSALA
1345.jpg,BRRI67
1346.jpg,SIIRT
1347.jpg,BD72
1348.jpg,BINADHAN25
1349.jpg,JASMINE
1350.jpg,BD95
1351.jpg,IPSALA
1352.jpg,ARBORIO
1353.jpg,KARACADAG
1354.jpg,BD95
1355.jpg,KIRMIZI
1356.jpg,BINADHAN25
1357.jpg,BASMATI
1358.jpg,BINADHAN25
1359.jpg,ARBORIO
1360.jpg,BINADHAN25
1361.jpg,BRRI67
1362.png,BUZGULU
1363.jpg,BASMATI
1364.jpg,ARBORIO
1365.jpg,BINADHAN25
1366.jpg,BINADHAN16
1367.jpg,BINADHAN16
1368.jpg,KIRMIZI
1369.jpg,BRRI67
1370.jpg,BINADHAN16
1371.jpg,KIRMIZI
1372.jpg,BINADHAN7
1373.jpg,SIIRT
1374.jpg,BINADHAN25
1375.jpg,IPSALA
1376.jpg,BINADHAN16
1377.jpg,ARBORIO
1378.png,DIMNIT
1379.jpg,JASMINE
1380.jpg,IPSALA
1381.jpg,BD72
1382.jpg,IPSALA
1383.jpg,BINADHAN25
1384.jpg,BD30
1385.jpg,BD72
1386.jpg,BASMATI
1387.png,DIMNIT
1388.jpg,BD30
1389.png,DIMNIT
1390.jpg,BD95
1391.jpg,KIRMIZI
1392.jpg,BRRI67
1393.jpg,BR22
1394.jpg,BD72
1395.jpg,BINADHAN7
1396.jpg,BR22
1397.jpg,BR22
1398.jpg,BD95
1399.jpg,BD30
1400.jpg,JASMINE
1401.jpg,KIRMIZI
1402.jpg,BD72
1403.jpg,BINADHAN16
1404.jpg,JASMINE
1405.jpg,SIIRT
1406.jpg,BD95
1407.jpg,BRRI67
1408.jpg,BD30
1409.jpg,JASMINE
1410.jpg,SIIRT
1411.jpg,BRRI67
1412.jpg,IPSALA
1413.jpg,BINADHAN7
1414.jpg,BASMATI
1415.jpg,BINADHAN7
1416.jpg,BR22
1417.jpg,BD72
1418.jpg,BRRI67
1419.jpg,BD95
1420.jpg,BD30
1421.jpg,BINADHAN25
1422.jpg,BINADHAN25
1423.jpg,BR22
1424.jpg,ARBORIO
1425.jpg,BR22
1426.jpg,BR22
1427.jpg,SIIRT
1428.jpg,SIIRT
1429.jpg,JASMINE
1430.jpg,ARBORIO
1431.jpg,KIRMIZI
1432.jpg,JASMINE
1433.jpg,BINADHAN25
1434.jpg,KIRMIZI
1435.jpg,BD30
1436.jpg,IPSALA
1437.jpg,BD30
1438.jpg,BASMATI
1439.jpg,BD95
1440.jpg,SIIRT
1441.jpg,BD72
1442.jpg,BR22
1443.jpg,SIIRT
1444.jpg,KARACADAG
1445.jpg,IPSALA
1446.jpg,KARACADAG
1447.jpg,BASMATI
1448.jpg,BINADHAN25
1449.jpg,BR22
1450.jpg,BD95
1451.jpg,ARBORIO
1452.jpg,BINADHAN16
1453.jpg,BD95
1454.jpg,BD95
1455.jpg,BASMATI
1456.jpg,SIIRT
1457.jpg,SIIRT
1458.jpg,IPSALA
1459.jpg,BD30
1460.jpg,SIIRT
1461.jpg,BD72
1462.jpg,JASMINE
1463.jpg,BD30
1464.jpg,SIIRT
1465.jpg,JASMINE
1466.jpg,JASMINE
1467.jpg,ARBORIO
1468.jpg,BRRI67
1469.jpg,BR22
1470.jpg,BINADHAN7
1471.jpg,BINADHAN16
1472.jpg,ARBORIO
1473.jpg,BINADHAN16
1474.jpg,KIRMIZI
1475.jpg,BINADHAN25
1476.jpg,BRRI67
1477.jpg,BD95
1478.jpg,BINADHAN25
1479.jpg,JASMINE
1480.jpg,JASMINE
1481.jpg,BINADHAN16
1482.jpg,SIIRT
1483.jpg,KIRMIZI
1484.jpg,IPSALA
1485.jpg,IPSALA
1486.jpg,BD95
1487.jpg,BD30
1488.jpg,IPSALA
1489.jpg,KARACADAG
1490.jpg,JASMINE
1491.jpg,BINADHAN25
1492.jpg,ARBORIO
1493.jpg,KIRMIZI
1494.jpg,BINADHAN25
1495.jpg,BRRI67
1496.jpg,SIIRT
1497.jpg,BINADHAN25
1498.jpg,BINADHAN25
1499.png,NAZLI
1500.jpg,BD30
1501.jpg,BINADHAN16
1502.jpg,JASMINE
1503.jpg,BR22
1504.jpg,BD72
1505.jpg,IPSALA
1506.jpg,ARBORIO
1507.png,DIMNIT
1508.jpg,BRRI67
1509.jpg,IPSALA
1510.png,AK
1511.jpg,BRRI67
1512.png,DIMNIT
1513.jpg,BD30
1514.jpg,JASMINE
1515.jpg,BD30
1516.jpg,BD30
1517.jpg,IPSALA
1518.jpg,ARBORIO
1519.png,AK
1520.jpg,BASMATI
1521.jpg,BR22
1522.jpg,ARBORIO
1523.jpg,BD72
1524.jpg,BASMATI
1525.jpg,JASMINE
1526.jpg,BD72
1527.jpg,BR22
1528.png,AK
1529.jpg,JASMINE
1530.jpg,BR22
1531.jpg,IPSALA
1532.jpg,ARBORIO
1533.jpg,BINADHAN25
1534.jpg,BD30
1535.jpg,BINADHAN16
1536.jpg,BD72
1537.jpg,BD30
1538.jpg,BINADHAN16
1539.jpg,BINADHAN7
1540.jpg,BD95
1541.jpg,BINADHAN25
1542.jpg,SIIRT
1543.jpg,BASMATI
1544.jpg,BASMATI
1545.jpg,BINADHAN25
1546.jpg,BD95
1547.jpg,IPSALA
1548.jpg,KARACADAG
1549.jpg,BR22
1550.jpg,KIRMIZI
1551.jpg,BASMATI
1552.jpg,BINADHAN7
1553.jpg,JASMINE
1554.jpg,BD30
1555.jpg,BR22
1556.jpg,BRRI67
1557.jpg,KARACADAG
1558.jpg,JASMINE
1559.jpg,JASMINE
1560.jpg,BRRI67
1561.jpg,BD95
1562.jpg,BINADHAN16
1563.jpg,ARBORIO
1564.jpg,BINADHAN16
1565.jpg,BINADHAN7
1566.jpg,KARACADAG
1567.jpg,BD95
1568.png,AK
1569.jpg,BASMATI
1570.jpg,BR22
1571.jpg,BD30
1572.jpg,IPSALA
1573.jpg,BINADHAN16
1574.jpg,KIRMIZI
1575.jpg,BD30
1576.jpg,BASMATI
1577.jpg,IPSALA
1578.jpg,ARBORIO
1579.jpg,BINADHAN16
1580.jpg,ARBORIO
1581.jpg,ARBORIO
1582.jpg,KIRMIZI
1583.jpg,SIIRT
1584.jpg,JASMINE
1585.jpg,BD95
1586.jpg,BINADHAN16
1587.jpg,IPSALA
1588.jpg,BD72
1589.jpg,ARBORIO
1590.jpg,JASMINE
1591.jpg,ARBORIO
1592.jpg,BINADHAN25
1593.jpg,BD95
1594.jpg,BRRI67
1595.jpg,IPSALA
1596.jpg,IPSALA
1597.jpg,KIRMIZI
1598.jpg,KARACADAG
1599.jpg,BRRI67
1600.jpg,KIRMIZI
1601.jpg,ARBORIO
1602.png,AK
1603.png,BUZGULU
1604.jpg,BINADHAN16
1605.jpg,BR22
1606.jpg,BINADHAN16
1607.jpg,KARACADAG
1608.jpg,BINADHAN25
1609.jpg,SIIRT
1610.jpg,BINADHAN7
1611.jpg,BINADHAN7
1612.jpg,KIRMIZI
1613.jpg,BRRI67
1614.jpg,KARACADAG
1615.jpg,BINADHAN7
1616.jpg,BASMATI
1617.jpg,BINADHAN7
1618.jpg,BRRI67
1619.jpg,KARACADAG
1620.jpg,BINADHAN25
1621.jpg,BINADHAN16
1622.jpg,KARACADAG
1623.jpg,BINADHAN16
1624.jpg,BASMATI
1625.jpg,BD30
1626.jpg,BD95
1627.jpg,JASMINE
1628.jpg,BD72
1629.jpg,BASMATI
1630.jpg,BD72
1631.png,AK
1632.jpg,BD95
1633.jpg,BINADHAN25
1634.jpg,BD72
1635.jpg,BD95
1636.jpg,KARACADAG
1637.jpg,SIIRT
1638.jpg,BASMATI
1639.jpg,BD95
1640.jpg,BD72
1641.jpg,BRRI67
1642.jpg,BINADHAN25
1643.jpg,BINADHAN25
1644.jpg,KIRMIZI
1645.jpg,BD30
1646.jpg,BINADHAN16
1647.jpg,KARACADAG
1648.jpg,BINADHAN7
1649.png,BUZGULU
1650.jpg,BINADHAN25
1651.jpg,BRRI67
1652.jpg,KARACADAG
1653.jpg,IPSALA
1654.jpg,IPSALA
1655.jpg,KARACADAG
1656.jpg,KIRMIZI
1657.jpg,KARACADAG
1658.jpg,BASMATI
1659.jpg,BRRI67
1660.jpg,IPSALA
1661.jpg,BD95
1662.jpg,IPSALA
1663.jpg,SIIRT
1664.png,AK
1665.jpg,BD72
1666.png,AK
1667.jpg,IPSALA
1668.jpg,JASMINE
1669.jpg,KARACADAG
1670.jpg,BR22
1671.jpg,KIRMIZI
1672.jpg,BASMATI
1673.png,BUZGULU
1674.jpg,BINADHAN7
1675.jpg,KARACADAG
1676.jpg,BD95
1677.jpg,BASMATI
1678.jpg,BR22
1679.jpg,SIIRT
1680.jpg,IPSALA
1681.jpg,SIIRT
1682.jpg,IPSALA
1683.jpg,JASMINE
1684.jpg,BINADHAN16
1685.jpg,BINADHAN16
1686.jpg,BD30
1687.jpg,BD30
1688.jpg,KIRMIZI
1689.jpg,BRRI67
1690.jpg,SIIRT
1691.jpg,ARBORIO
1692.jpg,IPSALA
1693.jpg,BRRI67
1694.jpg,JASMINE
1695.png,ALA_IDRIS
1696.jpg,IPSALA
1697.jpg,ARBORIO
1698.jpg,BD30
1699.jpg,BINADHAN7
1700.jpg,SIIRT
1701.jpg,BD72
1702.png,DIMNIT
1703.jpg,BD95
1704.jpg,ARBORIO
1705.jpg,BRRI67
1706.jpg,BASMATI
1707.jpg,BINADHAN25
1708.jpg,ARBORIO
1709.jpg,ARBORIO
1710.jpg,KARACADAG
1711.jpg,BD72
1712.jpg,ARBORIO
1713.jpg,KIRMIZI
1714.jpg,BINADHAN16
1715.jpg,BASMATI
1716.jpg,BD30
1717.jpg,BINADHAN7
1718.png,BUZGULU
1719.jpg,BINADHAN16
1720.jpg,BASMATI
1721.jpg,IPSALA
1722.jpg,KIRMIZI
1723.png,DIMNIT
1724.jpg,KARACADAG
1725.jpg,BINADHAN16
1726.jpg,BD95
1727.jpg,KIRMIZI
1728.jpg,BR22
1729.jpg,BD72
1730.jpg,KARACADAG
1731.jpg,JASMINE
1732.jpg,SIIRT
1733.jpg,BINADHAN16
1734.jpg,BINADHAN25
1735.jpg,BINADHAN16
1736.jpg,BD95
1737.jpg,BINADHAN25
1738.jpg,BINADHAN16
1739.jpg,JASMINE
1740.jpg,KARACADAG
1741.jpg,BD72
1742.jpg,BASMATI
1743.jpg,BRRI67
1744.jpg,IPSALA
1745.jpg,KARACADAG
1746.jpg,BINADHAN7
1747.jpg,BINADHAN25
1748.jpg,SIIRT
1749.jpg,ARBORIO
1750.jpg,BINADHAN25
1751.jpg,IPSALA
1752.jpg,BINADHAN7
1753.jpg,KIRMIZI
1754.jpg,KIRMIZI
1755.jpg,BINADHAN25
1756.png,BUZGULU
1757.jpg,KARACADAG
1758.jpg,ARBORIO
1759.jpg,BD30
1760.jpg,JASMINE
1761.jpg,BD95
1762.jpg,KARACADAG
1763.jpg,BINADHAN25
1764.png,ALA_IDRIS
1765.jpg,BRRI67
1766.jpg,IPSALA
1767.jpg,BD95
1768.jpg,SIIRT
1769.jpg,BD95
1770.jpg,BINADHAN25
1771.jpg,KARACADAG
1772.jpg,BD30
1773.jpg,BD72
1774.jpg,IPSALA
1775.jpg,KARACADAG
1776.jpg,KIRMIZI
1777.png,BUZGULU
1778.jpg,BINADHAN7
1779.jpg,SIIRT
1780.jpg,ARBORIO
1781.jpg,SIIRT
1782.jpg,BR22
1783.jpg,BD95
1784.jpg,ARBORIO
1785.jpg,BD95
1786.jpg,IPSALA
1787.jpg,BRRI67
1788.jpg,BD30
1789.png,NAZLI
1790.jpg,BRRI67
1791.jpg,JASMINE
1792.jpg,ARBORIO
1793.jpg,BINADHAN7
1794.jpg,JASMINE
1795.jpg,BRRI67
1796.jpg,BR22
1797.jpg,BINADHAN7
1798.jpg,JASMINE
1799.jpg,KIRMIZI
1800.jpg,BD30
1801.jpg,BD30
1802.jpg,BINADHAN7
1803.jpg,BD30
1804.jpg,SIIRT
1805.jpg,IPSALA
1806.jpg,BD72
1807.jpg,BD72
1808.jpg,BINADHAN25
1809.jpg,ARBORIO
1810.jpg,BD95
1811.jpg,JASMINE
1812.jpg,BD72
1813.jpg,BINADHAN25
1814.jpg,BINADHAN16
1815.png,BUZGULU
1816.jpg,BD30
1817.jpg,BD30
1818.png,ALA_IDRIS
1819.jpg,BR22
1820.jpg,SIIRT
1821.jpg,BD95
1822.jpg,JASMINE
1823.jpg,SIIRT
1824.jpg,BINADHAN7
1825.png,AK
1826.jpg,BINADHAN25
1827.jpg,BINADHAN25
1828.jpg,BR22
1829.jpg,IPSALA
1830.jpg,SIIRT
1831.jpg,ARBORIO
1832.jpg,JASMINE
1833.png,BUZGULU
1834.jpg,BR22
1835.jpg,BD95
1836.jpg,BD95
1837.jpg,BINADHAN7
1838.jpg,ARBORIO
1839.jpg,BINADHAN25
1840.jpg,BD30
1841.jpg,BINADHAN25
1842.jpg,BINADHAN25
1843.jpg,BR22
1844.jpg,BD95
1845.jpg,BD95
1846.jpg,BD30
1847.jpg,KIRMIZI
1848.jpg,KARACADAG
1849.jpg,JASMINE
1850.jpg,KIRMIZI
1851.jpg,KIRMIZI
1852.jpg,IPSALA
1853.jpg,BASMATI
1854.jpg,BINADHAN7
1855.jpg,BD95
1856.png,NAZLI
1857.jpg,SIIRT
1858.jpg,BD30
1859.jpg,BD95
1860.jpg,IPSALA
1861.jpg,BRRI67
1862.jpg,ARBORIO
1863.jpg,JASMINE
1864.jpg,ARBORIO
1865.jpg,IPSALA
1866.jpg,ARBORIO
1867.jpg,BD30
1868.jpg,BD95
1869.jpg,BRRI67
1870.jpg,BINADHAN7
1871.jpg,BR22
1872.jpg,ARBORIO
1873.jpg,KARACADAG
1874.jpg,IPSALA
1875.jpg,IPSALA
1876.jpg,KIRMIZI
1877.jpg,BR22
1878.jpg,BINADHAN25
1879.jpg,BINADHAN25
1880.jpg,BD72
1881.jpg,BASMATI
1882.jpg,BR22
1883.jpg,BD72
1884.jpg,BASMATI
1885.jpg,BD95
1886.jpg,BD30
1887.jpg,KARACADAG
1888.jpg,BD30
1889.jpg,BD30
1890.jpg,KIRMIZI
1891.jpg,KIRMIZI
1892.jpg,BD30
1893.jpg,BINADHAN7
1894.jpg,BRRI67
1895.jpg,BD72
1896.jpg,ARBORIO
1897.jpg,BRRI67
1898.jpg,SIIRT
1899.jpg,KIRMIZI
1900.jpg,KARACADAG
1901.jpg,BR22
1902.jpg,KARACADAG
1903.jpg,BR22
1904.jpg,BR22
1905.jpg,BINADHAN25
1906.jpg,ARBORIO
1907.jpg,ARBORIO
1908.jpg,BRRI67
1909.jpg,BRRI67
1910.jpg,JASMINE
1911.jpg,BD72
1912.jpg,BR22
1913.jpg,IPSALA
1914.jpg,BASMATI
1915.jpg,BD95
1916.jpg,KIRMIZI
1917.jpg,BINADHAN25
1918.jpg,BD95
1919.jpg,JASMINE
1920.jpg,KIRMIZI
1921.jpg,BR22
1922.jpg,KARACADAG
1923.jpg,BINADHAN16
1924.jpg,BINADHAN7
1925.jpg,ARBORIO
1926.jpg,IPSALA
1927.jpg,IPSALA
1928.jpg,BD95
1929.jpg,BRRI67
1930.jpg,SIIRT
1931.jpg,BRRI67
1932.jpg,SIIRT
1933.jpg,BINADHAN16
1934.jpg,ARBORIO
1935.jpg,KIRMIZI
1936.jpg,BD30
1937.jpg,BD95
1938.jpg,ARBORIO
1939.jpg,BINADHAN7
1940.jpg,BINADHAN25
1941.jpg,IPSALA
1942.jpg,BD72
1943.jpg,BINADHAN16
1944.jpg,BINADHAN7
1945.jpg,KARACADAG
1946.jpg,BR22
1947.jpg,BINADHAN16
1948.jpg,BINADHAN16
1949.jpg,BD72
1950.jpg,KARACADAG
1951.jpg,BINADHAN16
1952.jpg,BD30
1953.jpg,KIRMIZI
1954.jpg,BR22
1955.jpg,IPSALA
1956.png,BUZGULU
1957.jpg,BASMATI
1958.jpg,BINADHAN16
1959.jpg,BASMATI
1960.jpg,IPSALA
1961.jpg,BR22
1962.jpg,IPSALA
1963.jpg,BRRI67
1964.jpg,BD95
1965.jpg,BD72
1966.jpg,BINADHAN7
1967.jpg,ARBORIO
1968.jpg,BR22
1969.jpg,BRRI67
1970.jpg,BINADHAN7
1971.jpg,BASMATI
1972.jpg,BD95
1973.jpg,ARBORIO
1974.jpg,KIRMIZI
1975.jpg,BD72
1976.jpg,BD95
1977.jpg,BINADHAN25
1978.jpg,JASMINE
1979.jpg,BD72
1980.png,NAZLI
1981.jpg,KARACADAG
1982.jpg,BD72
1983.jpg,KIRMIZI
1984.jpg,SIIRT
1985.png,AK
1986.jpg,KARACADAG
1987.jpg,BR22
1988.jpg,BINADHAN25
1989.jpg,BD30
1990.jpg,BRRI67
1991.jpg,BRRI67
1992.jpg,BD95
1993.jpg,BD95
1994.jpg,SIIRT
1995.jpg,SIIRT
1996.jpg,KIRMIZI
1997.jpg,BR22
1998.jpg,KIRMIZI
1999.png,ALA_IDRIS
2000.jpg,SIIRT
2001.jpg,BD72
2002.jpg,BASMATI
2003.jpg,KIRMIZI
2004.jpg,BINADHAN25
2005.jpg,BASMATI
2006.jpg,BASMATI
2007.jpg,BRRI67
2008.jpg,KIRMIZI
2009.jpg,ARBORIO
2010.jpg,BD72
2011.png,NAZLI
2012.jpg,JASMINE
2013.jpg,BINADHAN25
2014.png,AK
2015.jpg,BINADHAN7
2016.jpg,BD30
2017.jpg,BD30
2018.jpg,BD30
2019.jpg,BD30
2020.jpg,BD95
2021.jpg,BINADHAN7
2022.jpg,BR22
2023.jpg,BASMATI
2024.png,BUZGULU
2025.jpg,SIIRT
2026.jpg,BD30
2027.jpg,BR22
2028.jpg,BASMATI
2029.jpg,SIIRT
2030.jpg,BINADHAN25
2031.png,ALA_IDRIS
2032.jpg,BD30
2033.jpg,BR22
2034.jpg,KARACADAG
2035.jpg,BD95
2036.png,AK
2037.jpg,BD72
2038.png,BUZGULU
2039.jpg,SIIRT
2040.jpg,BD72
2041.jpg,BR22
2042.jpg,IPSALA
2043.jpg,BD30
2044.jpg,BINADHAN16
2045.jpg,ARBORIO
2046.jpg,BD95
2047.jpg,ARBORIO
2048.jpg,BRRI67
2049.jpg,BINADHAN16
2050.jpg,KIRMIZI
2051.jpg,BD30
2052.jpg,BD30
2053.jpg,BINADHAN16
2054.jpg,BR22
2055.jpg,KIRMIZI
2056.jpg,JASMINE
2057.jpg,JASMINE
2058.jpg,JASMINE
2059.jpg,KARACADAG
2060.jpg,BINADHAN16
2061.jpg,BINADHAN25
2062.jpg,BASMATI
2063.jpg,KIRMIZI
2064.jpg,ARBORIO
2065.jpg,IPSALA
2066.jpg,JASMINE
2067.jpg,BASMATI
2068.jpg,BD30
2069.jpg,BRRI67
2070.jpg,BINADHAN25
2071.jpg,BINADHAN16
2072.jpg,BR22
2073.jpg,BD95
2074.jpg,BD95
2075.jpg,BR22
2076.jpg,KARACADAG
2077.jpg,BRRI67
2078.jpg,BD72
2079.jpg,ARBORIO
2080.jpg,IPSALA
2081.jpg,BD72
2082.jpg,ARBORIO
2083.jpg,KARACADAG
2084.jpg,KARACADAG
2085.jpg,IPSALA
2086.jpg,BASMATI
2087.jpg,KARACADAG
2088.jpg,KIRMIZI
2089.jpg,BASMATI
2090.jpg,SIIRT
2091.jpg,KARACADAG
2092.jpg,KARACADAG
2093.jpg,BASMATI
2094.jpg,KARACADAG
2095.jpg,BD72
2096.jpg,BRRI67
2097.jpg,ARBORIO
2098.jpg,JASMINE
2099.jpg,BD95
2100.jpg,BASMATI
2101.png,DIMNIT
2102.jpg,BD30
2103.jpg,BR22
2104.jpg,KARACADAG
2105.jpg,BASMATI
2106.jpg,IPSALA
2107.jpg,KIRMIZI
2108.jpg,BASMATI
2109.jpg,ARBORIO
2110.jpg,BINADHAN25
2111.jpg,BASMATI
2112.jpg,ARBORIO
2113.jpg,BD95
2114.jpg,ARBORIO
2115.jpg,KIRMIZI
2116.jpg,BD30
2117.jpg,BASMATI
2118.jpg,JASMINE
2119.jpg,BR22
2120.jpg,KIRMIZI
2121.jpg,ARBORIO
2122.jpg,JASMINE
2123.jpg,BINADHAN16
2124.jpg,ARBORIO
2125.jpg,BINADHAN7
2126.jpg,BINADHAN25
2127.jpg,SIIRT
2128.jpg,BINADHAN25
2129.jpg,BRRI67
2130.jpg,IPSALA
2131.jpg,BD72
2132.jpg,BRRI67
2133.jpg,KARACADAG
2134.jpg,BR22
2135.jpg,IPSALA
2136.jpg,KIRMIZI
2137.jpg,BINADHAN7
2138.jpg,BR22
